ConfigID,RandomInstanceID,InstanceFile,TreeSpec,NBstage,Childs,Periods,Scenarios,J,Theta,Fairness,ConditionalStage,FairnessMMR,Status,ExpectedCost,NoneExpectedCost,PoFAbs,PoFPct,RunTimeSec,ModelSolveTimeSec,PVMin,PVMax,PVRange,PVGini,PVJain,ESSMin,ESSMax,ESSRange,ESSGini,ESSJain,PVESSMin,PVESSMax,PVESSRange,PVESSGini,PVESSJain,PSRMin,PSRMax,PSRRange,PSRGini,PSRJain,ESRMin,ESRMax,ESRRange,ESRGini,ESRJain,PESRMin,PESRMax,PESRRange,PESRGini,PESRJain,SavingsMin,SavingsMax,SavingsRange,SavingsGini,SavingsJain,SavingsNegativeCount,SavingsRateMin,SavingsRateMax,SavingsRateRange,SavingsRateGini,SavingsRateJain,FairnessResidualMean,FairnessResidualMax,RuleMetricMin,RuleMetricMax,RuleMetricRatio,ConditionalGapMean,ConditionalGapMax,WorstNodeGap,MaxShareSumResidual,MaxAcrossNodeShareResidual,MaxPVAllocationResidual
C0001,R001,Drahi_51.csv,2:2:12,2,2,12,2,5,0.2,NONE,,,true,350647.142705669,350647.142705669,0.0,0.0,3.343235969543457,0.0,64.40997778052312,1025.013860301885,960.6038825213618,0.3739563498392925,0.6630675729855355,0.0,7.999999999999999,7.999999999999999,0.6666666666666666,0.36000000000000004,72.40997778052312,1025.013860301885,952.6038825213618,0.3696923743145851,0.668047068468622,0.07682374839754921,0.9900452876352406,0.9132215392376913,0.35861172704822114,0.6790793283711029,0.0,0.009514608840918797,0.009514608840918797,0.6647148752546939,0.3620891314378225,0.086338357238468,0.9900452876352406,0.9037069303967726,0.35356575414730285,0.6850811533479124,13046.065694522316,186045.483783247,172999.4180887247,0.3670255006268227,0.6701304504118403,0,0.07769907296001667,0.9894109815666489,0.9117119086066322,0.3569057409156819,0.6797911538756174,,,,,,,,,,,
C0002,R002,Drahi_70.csv,2:2:12,2,2,12,2,5,0.2,NONE,,,true,555981.4428576767,555981.4428576767,0.0,0.0,0.006150960922241211,0.0,28.761897630835563,477.2091058827551,448.44720825191956,0.41502762160496154,0.6298088484552364,0.0,10.83,10.83,0.692110586648685,0.3300033236075922,28.761897630835563,481.2091058827551,452.44720825191956,0.4092762292639915,0.6378324547392116,0.035419255323858076,0.6074032425966873,0.5719839872728293,0.4179418055948833,0.6307175074795125,0.0,0.013771071473648607,0.013771071473648607,0.6968042889641027,0.32407642537895953,0.035419255323858076,0.6074032425966873,0.5719839872728293,0.41072469927096283,0.6391085953647574,3235.0409170658386,94052.0061326827,90816.96521561686,0.4172742209408282,0.6329438884448269,0,0.019381107155692506,0.5854199857227466,0.566038878567054,0.4150860577743249,0.6346258716782628,,,,,,,,,,,
C0003,R003,Drahi_37.csv,2:2:12,2,2,12,2,5,0.2,NONE,,,true,788792.4267524912,788792.4267524912,0.0,0.0,0.0064618587493896484,0.0,323.56706989312914,386.80943777879236,63.242367885663214,0.04038423722156731,0.9946478629198791,0.0,10.0,10.0,0.5631820499745028,0.475013417774212,330.63555312734314,394.41943777879237,63.78388465144923,0.03908365013505372,0.9949925617316611,0.28957973396635567,0.3483574201356826,0.05877768616932694,0.039732691136892324,0.9948988458689993,0.0,0.009026434605894446,0.009026434605894446,0.5624370167715002,0.47607706346664136,0.29425256976228176,0.35521161990054184,0.060959050138260085,0.038831853238827596,0.995019723476078,64277.49339096277,80589.22389301567,16311.730502052902,0.04753834841628381,0.9929033121231396,0,0.27905030828806343,0.36746695189082157,0.08841664360275814,0.05467354010378528,0.9903210074411805,,,,,,,,,,,
C0004,R004,Drahi_95.csv,2:2:12,2,2,12,2,5,0.2,NONE,,,true,689336.4548281287,689336.4548281287,0.0,0.0,0.0059490203857421875,0.0,0.0,291.0236604556065,291.0236604556065,0.7805855953373604,0.2167294694636049,0.0,9.270000000000003,9.270000000000003,0.3567867036011082,0.7019872711312796,4.0,299.0236604556065,295.0236604556065,0.7283070233867359,0.24050993107379154,0.0,0.37798175253498223,0.37798175253498223,0.7807961062971712,0.2164705135242622,0.0,0.012231250963088115,0.012231250963088115,0.36422206515931754,0.6954724902453673,0.0049851419249187226,0.38838443756832125,0.3833992956434025,0.7293530148172636,0.24021653024976944,-778.366520546173,54272.07687567,55050.44339621617,,,1,-0.005234007648967545,0.3654463562857363,0.3706803639347038,,,,,,,,,,,,,
C0005,R005,Drahi_83.csv,2:2:12,2,2,12,2,5,0.2,NONE,,,true,690780.2331263986,690780.2331263986,0.0,0.0,0.006197929382324219,0.0,0.0,229.84004955487555,229.84004955487555,0.7482096696910179,0.239445822329743,0.0,12.880000000000003,12.880000000000003,0.38448753462603885,0.6570088981875928,4.0,242.72004955487554,238.72004955487554,0.6945435955304895,0.26589568169618194,0.0,0.3027319943536705,0.3027319943536705,0.750705342942781,0.23790132871034497,0.0,0.01696832512987412,0.01696832512987412,0.39049339353983903,0.6469205633301569,0.005305316351213084,0.3197003194835446,0.31439500313233154,0.6966184251433971,0.263222678681764,-2839.779999999999,46560.95168528776,49400.731685287756,,,1,-0.01867346453912388,0.30797090548833045,0.32664437002745433,,,,,,,,,,,,,
C0006,R001,Drahi_51.csv,6:4:4,6,4,4,1024,5,0.2,NONE,,,true,475444.91932879144,475444.91932879144,0.0,0.0,1.672987937927246,0.88,26.618853120766026,712.7923564810037,686.1735033602376,0.5213014543203102,0.49695684989902994,1.90625,9.787903952113416,7.881653952113416,0.3284828684052813,0.7360399797389696,28.525103120766026,717.1429814810037,688.6178783602377,0.5153523907438938,0.5039570749411538,0.03321728611291574,0.808767771716439,0.7755504856035232,0.5098231477018409,0.5103954162612863,0.0023813815621412677,0.013007916409673831,0.010626534847532563,0.3419648800427939,0.7137644085677121,0.035598667675057004,0.8139348441760828,0.7783361765010257,0.5033962726843098,0.5181524140332333,2493.504970719863,135956.5004345351,133462.99546381523,0.5288536572950356,0.49551584356658646,0,0.01686846638638501,0.8132833496751866,0.7964148832888015,0.515211209536224,0.512225265898059,,,,,,,,,,,
C0007,R002,Drahi_70.csv,6:4:4,6,4,4,1024,5,0.2,NONE,,,true,414808.66757347883,414808.66757347883,0.0,0.0,1.5573029518127441,0.6,87.41893010436031,610.0392956950657,522.6203655907053,0.283979088869364,0.7903322150132763,2.0,8.0,6.0,0.28324729266023463,0.7365085899956094,95.41893010436031,612.0392956950657,516.6203655907053,0.27871903979474716,0.7965020812689668,0.10595664774690236,0.7362710053554015,0.6303143576084991,0.28483407086409446,0.7882459374498676,0.0024466250896766966,0.009699241318492535,0.007252616228815839,0.2812519312062442,0.7385608672439612,0.11565588906539491,0.7387176304450787,0.6230617413796837,0.2795763517815476,0.794416474560436,17568.992186994146,118136.72348835261,100567.73130135846,0.28347127133373123,0.790787078287069,0,0.11167193103322944,0.7356367551172864,0.623964824084057,0.2828108642988723,0.7906553596723263,,,,,,,,,,,
C0008,R003,Drahi_37.csv,6:4:4,6,4,4,1024,5,0.2,NONE,,,true,611928.7912747842,611928.7912747842,0.0,0.0,1.0373001098632812,0.34,12.289540829869711,468.30019467752015,456.0106538476504,0.5538480838132772,0.4728847976154706,0.0,8.180086701032447,8.180086701032447,0.487203468041298,0.549807183813578,12.289540829869711,472.1201079764877,459.83056714661797,0.5485287992850364,0.4801613682105086,0.015322660609039012,0.5479826057057602,0.5326599450967212,0.5493362517810023,0.4780054506726339,0.0,0.009957055962263438,0.009957055962263438,0.4880954566337157,0.5474895396202686,0.015322660609039012,0.5525593953830422,0.5372367347740032,0.5438546270803771,0.4855474271867138,2400.4434450865083,96214.49620560302,93814.05276051651,0.5572998210106074,0.4705676930279249,0,0.016257386928707106,0.5619905097075212,0.545733122778814,0.5466523632912982,0.48241095302809567,,,,,,,,,,,
C0009,R004,Drahi_95.csv,6:4:4,6,4,4,1024,5,0.2,NONE,,,true,678346.2578278384,678346.2578278384,0.0,0.0,1.5292460918426514,0.68,1.5770443917572226,230.55467492564557,228.97763053388834,0.6303758002250804,0.3941272817141462,1.91015625,6.829999999999999,4.919843749999999,0.25076379763469114,0.8188808753801428,3.6668881417572226,237.11717492564557,233.45028678388834,0.6066075017966971,0.41617393213559495,0.001967278252821345,0.28585702229586324,0.2838897440430419,0.6272598334381757,0.39740411373140744,0.00238675659289096,0.008850599924027444,0.006463843331136483,0.25543377912452075,0.8151482435557709,0.004581576470736839,0.2940346326744635,0.2894530562037267,0.6033007681173509,0.4199295101570918,-1173.2172683732933,45628.93753276233,46802.15480113562,,,1,-0.008027806839946519,0.29338777388425774,0.30141558072420427,,,,,,,,,,,,,
C0010,R005,Drahi_83.csv,6:4:4,6,4,4,1024,5,0.2,NONE,,,true,743849.1009417027,743849.1009417027,0.0,0.0,1.5225768089294434,0.72,0.3175525840409526,178.7004185756595,178.38286599161856,0.7489299266995086,0.23815725964554563,1.49609375,8.3984375,6.90234375,0.26164125642909625,0.8187370890525735,3.6621622992022527,186.31041857565953,182.64825627645726,0.6715351454556304,0.28233958875369514,0.0004030764339804928,0.22554623471519228,0.22514315828121179,0.7493800597779027,0.2376862383828221,0.0018774951529801247,0.01048680453857045,0.008609309385590324,0.2621825974241062,0.8177179315224564,0.004603370289011748,0.23514072151358245,0.2305373512245707,0.6724461504108956,0.28139350495080234,362.58393858067575,33659.36342802891,33296.779489448236,0.7254487077221522,0.24685271684576238,0,0.002329109091104752,0.22268372759976615,0.2203546185086614,0.7281308451237768,0.24491842119692186,,,,,,,,,,,
