Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,TGBT,T1,T2,T3,T4,T5,T6,T7,SZA,SAA,Pmax,Vmax,Imax,Voc,Isc,Tp,POA,AirTemp,wd,ws,rh,rain,GLO_ARP_J1,T2_ARP_J1,RH_ARP_J1,PMAX_ARP_J1,TPV_ARP_J1,Consommation,Fioul,Charbon,Gaz,Nucleaire,Eolien,Solaire,Hydraulique,Pompage,Bioenergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique
2020-09-01 00:00:00+00:00,-1.11,-0.44,-1.26,18.53,0.43,1.84,0.04,0.43,3.97,0.84,4.52,90.0,-175.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69,7.15,2.16,76.97,0.0,0.0,11.08,86.79,0.0,0.0,38618.4,70.23,999.4,3219.6,27527.97,1489.5,0.0,4495.67,-1600.87,1091.47,1326.2,66.47,-929.0,-945.0,-20.0,166.0,2674.53
2020-09-01 00:15:00+00:00,-1.11,-0.44,-1.25,18.36,0.43,1.83,0.46,0.43,3.61,0.86,4.23,90.0,-170.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57,5.26,2.09,78.03,0.0,0.0,11.16,89.67,0.0,0.0,38336.4,70.73,1017.4,3276.6,27566.47,1497.0,0.0,4415.67,-1649.87,1092.47,1050.2,67.47,-929.0,-945.0,-20.0,166.0,2643.53
2020-09-01 00:30:00+00:00,-1.11,-0.44,-1.25,17.99,0.43,1.83,0.04,0.4,3.69,0.89,4.31,90.0,-166.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,238.59,2.1,79.12,0.0,0.0,11.18,91.45,0.0,0.0,37840.67,71.0,1006.23,3273.17,27567.87,1497.27,0.0,4325.17,-1787.07,1096.27,790.77,67.53,-841.5,-1054.67,146.83,149.2,2224.73
2020-09-01 00:45:00+00:00,-1.11,-0.44,-1.26,18.23,0.43,1.85,0.04,0.48,4.08,0.85,4.23,90.0,-162.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,355.49,2.1,79.91,0.0,0.0,11.13,91.97,0.0,0.0,37100.67,71.0,961.73,3200.67,27526.87,1489.27,0.0,4222.67,-2025.07,1103.27,550.27,66.53,-654.0,-1289.67,504.33,113.2,1362.73
2020-09-01 01:00:00+00:00,-1.11,-0.44,-1.25,18.4,0.43,1.82,0.04,0.48,3.9,0.82,4.3,90.0,-157.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,146.46,1.9,81.02,0.0,0.0,11.08,92.5,0.0,0.0,36516.77,71.23,951.77,3148.23,27521.33,1474.97,0.0,4169.4,-2152.0,1108.4,223.67,66.23,-554.0,-1415.0,695.0,94.0,899.73
2020-09-01 01:15:00+00:00,-1.09,-0.44,-1.23,18.3,0.43,1.83,0.04,0.41,3.74,0.89,4.41,90.0,-153.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,7.99,1.79,82.02,0.0,0.0,11.03,93.02,0.0,0.0,36111.27,71.73,981.27,3118.73,27556.33,1453.47,0.0,4172.4,-2152.0,1111.4,-201.33,66.73,-554.0,-1415.0,695.0,94.0,892.73
2020-09-01 01:30:00+00:00,-1.1,-0.44,-1.2,18.63,0.43,1.84,0.04,0.4,4.3,0.83,4.28,90.0,-149.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01,6.31,2.0,82.72,0.0,0.0,10.95,93.52,0.0,0.0,35757.33,71.77,994.43,3087.6,27566.37,1418.67,-0.23,4171.9,-2152.7,1112.77,-512.7,67.0,-522.5,-1272.43,547.53,71.83,816.9
2020-09-01 01:45:00+00:00,-1.11,-0.44,-1.22,18.49,0.43,1.83,0.06,0.4,4.11,0.82,4.25,90.0,-145.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.09,12.07,1.9,82.73,0.0,0.0,10.85,94.0,0.0,0.0,35462.33,71.27,988.93,3054.6,27547.87,1368.67,-0.73,4167.4,-2154.2,1112.27,-694.2,67.0,-455.0,-966.93,231.53,24.33,662.4
2020-09-01 02:00:00+00:00,-1.03,-0.55,-1.21,18.18,0.43,1.85,0.04,0.4,3.84,0.85,4.29,90.0,-141.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,186.97,1.75,82.23,0.0,0.0,10.75,94.47,0.0,0.0,35255.3,71.0,981.33,3054.97,27548.97,1310.03,-1.0,4158.47,-2169.0,1111.77,-812.0,67.0,-419.0,-804.0,63.0,-1.0,475.23
2020-09-01 02:15:00+00:00,-1.08,-0.54,-1.2,18.35,0.43,1.83,0.05,0.4,3.8,0.88,4.33,90.0,-138.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.84,346.61,2.2,83.21,0.0,0.0,10.65,94.95,0.0,0.0,35148.8,71.0,971.33,3093.47,27572.47,1241.53,-1.0,4144.47,-2199.0,1111.27,-857.0,67.0,-419.0,-804.0,63.0,-1.0,250.73
