InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,Fairness,RPStatus,RPCost,RPModelSolveTimeSec,DeterministicPolicyCost,DeterministicEEVCost,VSSvsDetAbs,VSSvsDetPct,TwoStagePolicyCost,TwoStageEEVCost,VSSvsTwoStageAbs,VSSvsTwoStagePct,WaitAndSeeExpectedCost,WaitAndSeeWallTimeSec,EVPIAbs,EVPIPct
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,NONE,true,1.3331046363418484e6,1.3,1.301590438623359e6,1.364795555065285e6,31690.918723436538,0.023772266526954022,1.3332466259195835e6,1.3332482978146074e6,143.66147275897674,0.00010776458864714171,1.3331030437546496e6,7.38,1.5925871988292783,1.1946453079628258e-6
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,NONE,true,1.190162009136756e6,1.21,1.2047854082511836e6,1.246516351113339e6,56354.341976583004,0.047350143546808166,1.1966452177468317e6,1.1966459944363642e6,6483.9852996082045,0.0054479854421761835,1.1901620091367555e6,7.5,4.656612873077393e-10,3.9125873934212624e-16
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,NONE,true,1.3253071363378887e6,0.8,1.2563544129957645e6,1.3445044037151558e6,19197.267377267126,0.014485146009485276,1.3253083775393716e6,1.325308377539387e6,1.2412014983128756,9.365387571537454e-7,1.3253071363378917e6,7.09,-3.026798367500305e-9,-2.2838467284376105e-15
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,NONE,true,1.184665005922134e6,1.71,1.2157024094346068e6,1.2149145500243155e6,30249.544102181448,0.025534259854865415,1.1956943897921366e6,1.195698123351513e6,11033.117429378908,0.009313280441495623,1.184661219325506e6,7.26,3.7865966281387955,3.1963437842846876e-6
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,NONE,true,1.1638884803636575e6,1.84,1.15479100580249e6,1.2033504064047318e6,39461.92604107433,0.033905246685442265,1.1652361119861014e6,1.1652368924348783e6,1348.4120712208096,0.0011585406110381793,1.1638884803636565e6,7.41,9.313225746154785e-10,8.001819678844887e-16
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,NONE,true,1.183453799843832e6,1.34,1.2231597847264197e6,1.2352447340899613e6,51790.934246129356,0.04376253154365947,1.1834539901796386e6,1.1834539901796537e6,0.19033582182601094,1.6083080036679722e-7,1.1834537998438333e6,7.24,-1.3969838619232178e-9,-1.1804295715705702e-15
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,NONE,true,1.2940893620868698e6,1.12,1.2861502020822547e6,1.3187791465718374e6,24689.78448496759,0.019078886828304064,1.2940893620868742e6,1.2940893620868693e6,-4.656612873077393e-10,-3.5983704135918884e-16,1.2940893620868684e6,7.27,1.3969838619232178e-9,1.0795111240775665e-15
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.3595040123378886e6,1.18,1.3363672883180815e6,1.3997635243315953e6,40259.51199370669,0.02961338225436636,1.3600959692401846e6,1.3600960943217492e6,592.0819838605821,0.0004355132301834113,1.3595039732482545e6,6.99,0.03908963408321142,2.8752864080180558e-8
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.430277019511486e6,1.08,1.4028364625992235e6,1.4452213862164677e6,14944.366704981774,0.010448581988743728,1.430290210991141e6,1.4302902109911297e6,13.191479643806815,9.223024256037052e-6,1.4302770195114885e6,7.26,-2.561137080192566e-9,-1.790658065014096e-15
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.3398387210070125e6,1.27,1.3711704374170278e6,1.4267269727923921e6,86888.2517853796,0.06484978409944374,1.341975323883102e6,1.3419797936942861e6,2141.0726872736122,0.0015980077704161276,1.3398361535890503e6,7.14,2.5674179622437805,1.9162141845804613e-6
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.223191558259115e6,1.26,1.1656375282235688e6,1.3157129410687534e6,92521.38280963828,0.07563932418019434,1.2242553376415542e6,1.2242563414390096e6,1064.7831798945554,0.0008704958538219382,1.2231911423217067e6,7.1,0.4159374083392322,3.400427394472927e-7
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.3943698292705615e6,1.29,1.3786188371492983e6,1.4087135768307939e6,14343.747560232412,0.010286903272811114,1.3943695770091312e6,1.3943698292705629e6,1.3969838619232178e-9,1.0018747054029588e-15,1.3943695770091172e6,7.32,0.25226144422776997,1.8091430188197333e-7
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.2414427021490687e6,1.46,1.2300257587885205e6,1.333454120142356e6,92011.41799328732,0.07411652413277377,1.2436170190152428e6,1.243617855077806e6,2175.152928737225,0.0017521170529834402,1.2414426893365707e6,7.01,0.012812498025596142,1.0320651934572858e-8
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.0881078937681164e6,1.67,1.3031394109166856e6,1.267022617997359e6,178914.72422924265,0.16442737457740628,1.0963479006741748e6,1.0963491938272372e6,8241.30005912087,0.007573973230339555,1.0881076248057608e6,7.22,0.2689623555634171,2.471835349268543e-7
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.292480045592461e6,1.88,1.2242364130284966e6,1.3692925398086125e6,76812.49421615154,0.059430313433536525,1.294793323299813e6,1.2947985064677477e6,2318.4608752867207,0.0017938078682088738,1.292480045592463e6,7.3,-2.0954757928848267e-9,-1.6212828971949657e-15
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.057938683874013e6,1.78,1.3539020456009982e6,1.2786763196904869e6,220737.63581647398,0.20864879900994435,1.0673360929506822e6,1.0673435319445964e6,9404.848070583539,0.00888978559338089,1.0579335429832733e6,6.88,5.14089073962532,4.8593465935097e-6
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,NONE,true,1.2880048015133867e6,1.27,1.2634692383945442e6,1.3327061556727989e6,44701.35415941221,0.03470589093059962,1.2884118651019514e6,1.2884204479148374e6,415.64640145073645,0.00032270563041563046,1.2880027211219186e6,7.27,2.080391468014568,1.615204745797639e-6
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.2892754883618655e6,1.44,1.3397087801540673e6,1.367018895849461e6,77743.40748759545,0.060300074103150046,1.2943543913496218e6,1.2943571917798566e6,5081.703417991055,0.003941518677631724,1.2892739727540752e6,7.36,1.5156077903229743,1.1755499922275597e-6
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.3342750086394502e6,1.34,1.362835999872031e6,1.3584586632483709e6,24183.654608920682,0.018124940100302536,1.3354603071833276e6,1.3354617960022916e6,1186.7873628414236,0.0008894623335946174,1.3342747467709219e6,6.86,0.26186852832324803,1.9626278437926625e-7
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.2734080523110826e6,1.26,1.292060983149724e6,1.3385613740147843e6,65153.321703701746,0.05116452780823578,1.273727885347202e6,1.2737358660757265e6,327.8137646438554,0.0002574302589408892,1.2734021114621703e6,6.94,5.9408489123452455,4.665314391222294e-6
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.210271141457768e6,1.3,1.2302650329650778e6,1.3199534376378017e6,109682.29618003382,0.09062621789686055,1.2246888855393305e6,1.2246910777420984e6,14419.93628433044,0.011914632837532316,1.2102702349733936e6,7.0,0.9064843743108213,7.489928027358924e-7
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.102241074092195e6,1.18,1.3154748109937888e6,1.2848421956723956e6,182601.12158020074,0.1656635067157073,1.121733013297468e6,1.1217359543610099e6,19494.880268814974,0.017686584837959287,1.1022403621753054e6,6.82,0.7119168895296752,6.458812924532046e-7
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.3037746903670374e6,1.2,1.1182823942971672e6,1.3330468057554434e6,29272.115388405975,0.022451820552035196,1.3058238968962869e6,1.3058249815842984e6,2050.291217260994,0.0015725809316668035,1.3037738540456733e6,7.07,0.8363213641569018,6.414615733347772e-7
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.144697853966565e6,1.23,1.1315881704441565e6,1.241876760066283e6,97178.90609971783,0.08489480937085454,1.148094702582588e6,1.1480957232746202e6,3397.8693080551457,0.0029683547464345924,1.1446978302217028e6,7.06,0.023744862293824553,2.0743344815004874e-8
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.1944163066886072e6,1.48,1.3356988093599195e6,1.3369231889945283e6,142506.88230592106,0.11931089814154187,1.2125943220634947e6,1.212596843932821e6,18180.537244213745,0.015221273472577882,1.1944163066886058e6,7.21,1.3969838619232178e-9,1.1695954367838527e-15
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.2084891364132497e6,1.09,1.375354658462607e6,1.3747030084219452e6,166213.8720086955,0.1375385735795789,1.2230193701691725e6,1.223024314911518e6,14535.17849826836,0.01202756240027794,1.208485123569878e6,7.35,4.012843371601775,3.3205456720213006e-6
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,NONE,true,1.2328995239454568e6,1.29,1.3076038704028684e6,1.3261930059332221e6,93293.48198776529,0.07566997973136745,1.234313155074835e6,1.2343157754536779e6,1416.2515082210302,0.0011487160800328809,1.2328992697579572e6,7.05,0.25418749963864684,2.0617049054022674e-7
1,Drahi_1.csv,8,2,3,0.2,100.0,10.0,5,NONE,true,568701.8527668074,0.11,560508.1135277008,587313.5854115572,18611.732644749805,0.032726695990528853,568866.9843207849,568866.9843207846,165.1315539771458,0.00029036577456844855,568701.8527668084,1.21,-9.313225746154785e-10,-1.637628873696252e-15
2,Drahi_2.csv,8,2,3,0.2,100.0,10.0,5,NONE,true,627769.8600414624,0.08,621021.37525503,629322.934183616,1553.0741421536077,0.0024739546145955966,627769.8600414604,627769.8600414625,1.1641532182693481e-10,1.8544267451649546e-16,627769.860041462,0.92,3.4924596548080444e-10,5.563280235494864e-16
3,Drahi_3.csv,8,2,3,0.2,100.0,10.0,5,NONE,true,704444.5791976938,0.1,684313.0463136926,717238.9720905961,12794.392892902251,0.018162383913116406,704444.5791976926,704444.5791976938,0.0,0.0,704444.5791976937,1.11,1.1641532182693481e-10,1.6525831167516766e-16
4,Drahi_4.csv,8,2,3,0.2,100.0,10.0,5,NONE,true,454802.0294427161,0.17,411245.87924875936,480208.9032253958,25406.87378267973,0.055863589293591344,454802.02944271604,454802.02944271587,-2.3283064365386963e-10,-5.119384448199685e-16,454802.0294427154,1.23,6.984919309616089e-10,1.5358153344599056e-15
5,Drahi_5.csv,8,2,3,0.2,100.0,10.0,5,NONE,true,443433.9663298226,0.19,468542.8050514704,486578.391315865,43144.42498604237,0.09729616642391327,444791.3633670079,444791.93009523716,1357.963765414548,0.00306238102744819,443433.93680838944,1.17,0.029521433170884848,6.657458700158986e-8
